P01_01_1, P01, P01_01, 00:00:02.629, 00:00:04.37, 00:00:06.17, 262, 370, turn on light, turn-on, 6, light, 114, ['light'], [114]
P28_03_47, P28, P28_03, 00:02:59.920, 00:02:59.19, 00:02:59.94, 10751, 10796, close fridge, close, 4, fridge, 12, ['fridge'], [12]
P28_03_48, P28, P28_03, 00:04:09.040, 00:03:01.67, 00:03:03.27, 10900, 10996, open fridge, open, 3, fridge, 12, ['fridge'], [12]
P28_03_53, P28, P28_03, 00:04:21.320, 00:03:06.78, 00:03:08.33, 11206, 11299, close fridge, close, 4, fridge, 12, ['fridge'], [12]
P28_03_55, P28, P28_03, 00:03:18.920, 00:03:16.52, 00:03:17.70, 11791, 11862, put down scissors, put-down, 1, scissors, 79, ['scissors'], [79]
P28_03_60, P28, P28_03, 00:05:05.200, 00:03:40.08, 00:03:40.87, 13204, 13252, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_03_62, P28, P28_03, 00:04:42.320, 00:03:43.56, 00:03:44.51, 13413, 13470, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_03_64, P28, P28_03, 00:05:31.160, 00:03:50.86, 00:03:52.21, 13851, 13932, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_03_72, P28, P28_03, 00:05:23.640, 00:04:07.82, 00:04:08.40, 14869, 14904, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_03_75, P28, P28_03, 00:05:55.120, 00:04:13.13, 00:04:14.04, 15187, 15242, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_03_78, P28, P28_03, 00:06:20.920, 00:04:28.46, 00:04:29.38, 16107, 16162, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_03_80, P28, P28_03, 00:07:22.480, 00:05:13.61, 00:05:15.03, 18816, 18901, put down peeler, put-down, 1, peeler, 87, ['peeler'], [87]
P28_03_89, P28, P28_03, 00:06:54.240, 00:06:37.94, 00:06:40.87, 23876, 24052, take strainer, take, 0, strainer, 39, ['strainer'], [39]
P28_03_90, P28, P28_03, 00:06:20.040, 00:06:42.08, 00:06:43.48, 24124, 24208, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_03_91, P28, P28_03, 00:08:01.600, 00:06:42.22, 00:06:43.13, 24133, 24187, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_03_98, P28, P28_03, 00:09:27.800, 00:07:12.81, 00:07:15.18, 25968, 26110, take peeler, take, 0, peeler, 87, ['peeler'], [87]
P28_04_2, P28, P28_04, 00:00:05.840, 00:00:06.66, 00:00:07.89, 399, 473, take knife, take, 0, knife, 4, ['knife'], [4]
P28_04_25, P28, P28_04, 00:03:00.680, 00:03:37.47, 00:03:37.97, 13048, 13078, put down knife, put-down, 1, knife, 4, ['knife'], [4]
P28_04_26, P28, P28_04, 00:03:54.160, 00:03:40.62, 00:03:41.73, 13237, 13303, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_04_27, P28, P28_04, 00:03:01.480, 00:03:40.67, 00:03:41.51, 13240, 13290, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_04_30, P28, P28_04, 00:03:57.360, 00:03:47.79, 00:03:48.73, 13667, 13723, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_04_31, P28, P28_04, 00:03:11.520, 00:03:48.22, 00:03:48.80, 13693, 13728, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_04_36, P28, P28_04, 00:03:29.320, 00:03:56.76, 00:03:57.54, 14205, 14252, take peeler, take, 0, peeler, 87, ['peeler'], [87]
P28_04_71, P28, P28_04, 00:06:31.200, 00:06:05.64, 00:06:06.34, 21938, 21980, put down knife, put-down, 1, knife, 4, ['knife'], [4]
P28_04_80, P28, P28_04, 00:06:44.600, 00:07:07.81, 00:07:09.09, 25668, 25745, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_04_82, P28, P28_04, 00:07:03.040, 00:07:12.43, 00:07:13.84, 25945, 26030, put down scissors, put-down, 1, scissors, 79, ['scissors'], [79]
P28_05_1, P28, P28_05, 00:00:03.280, 00:00:04.09, 00:00:06.09, 245, 365, take tray, take, 0, tray, 35, ['tray'], [35]
P28_05_10, P28, P28_05, 00:00:30.160, 00:00:35.88, 00:00:37.30, 2152, 2238, put down strainer, put-down, 1, strainer, 39, ['strainer'], [39]
P28_05_14, P28, P28_05, 00:00:51.880, 00:00:50.73, 00:00:51.74, 3043, 3104, take dish, take, 0, dish, 2, ['dish'], [2]
P28_05_15, P28, P28_05, 00:00:56.040, 00:00:55.24, 00:00:56.79, 3314, 3407, put down dish, put-down, 1, dish, 2, ['dish'], [2]
P28_05_2, P28, P28_05, 00:00:05.680, 00:00:10.38, 00:00:12.00, 622, 720, put down tray, put-down, 1, tray, 35, ['tray'], [35]
P28_05_24, P28, P28_05, 00:02:38.480, 00:02:19.03, 00:02:20.82, 8341, 8449, put down knife, put-down, 1, knife, 4, ['knife'], [4]
P28_05_25, P28, P28_05, 00:02:39.400, 00:02:22.45, 00:02:24.96, 8547, 8697, take chopping board, take, 0, board:chopping, 18, ['board:chopping'], [18]
P28_05_26, P28, P28_05, 00:03:17.160, 00:02:33.35, 00:02:34.37, 9201, 9262, put down chopping board, put-down, 1, board:chopping, 18, ['board:chopping'], [18]
P28_05_34, P28, P28_05, 00:04:03.880, 00:03:49.37, 00:03:50.79, 13762, 13847, put down knife, put-down, 1, knife, 4, ['knife'], [4]
P28_05_35, P28, P28_05, 00:04:04.120, 00:03:50.94, 00:03:52.02, 13856, 13921, take chopping board, take, 0, board:chopping, 18, ['board:chopping'], [18]
P28_05_37, P28, P28_05, 00:04:16.240, 00:03:57.10, 00:03:58.84, 14226, 14330, put down chopping board, put-down, 1, board:chopping, 18, ['board:chopping'], [18]
P28_05_42, P28, P28_05, 00:04:57.560, 00:04:25.85, 00:04:26.83, 15951, 16009, take chopping board, take, 0, board:chopping, 18, ['board:chopping'], [18]
P28_05_44, P28, P28_05, 00:05:22.600, 00:04:32.59, 00:04:33.34, 16355, 16400, put down chopping board, put-down, 1, board:chopping, 18, ['board:chopping'], [18]
P28_05_54, P28, P28_05, 00:06:21.400, 00:07:11.33, 00:07:12.42, 25879, 25945, put down knife, put-down, 1, knife, 4, ['knife'], [4]
P28_05_55, P28, P28_05, 00:08:10.400, 00:07:12.34, 00:07:12.93, 25940, 25975, put down knife, put-down, 1, knife, 4, ['knife'], [4]
P28_05_56, P28, P28_05, 00:06:22.000, 00:07:12.67, 00:07:13.41, 25960, 26004, take chopping board, take, 0, board:chopping, 18, ['board:chopping'], [18]
P28_05_57, P28, P28_05, 00:08:10.600, 00:07:13.03, 00:07:15.77, 25981, 26146, take chopping board, take, 0, board:chopping, 18, ['board:chopping'], [18]
P28_05_6, P28, P28_05, 00:00:14.920, 00:00:17.82, 00:00:21.18, 1069, 1270, turn on oven temperature, turn-on, 6, temperature:oven, 65, ['temperature:oven'], [65]
P28_05_60, P28, P28_05, 00:07:11.920, 00:07:20.40, 00:07:20.97, 26424, 26458, put down chopping board, put-down, 1, board:chopping, 18, ['board:chopping'], [18]
P28_05_61, P28, P28_05, 00:08:34.320, 00:07:20.66, 00:07:21.36, 26439, 26481, put down chopping board, put-down, 1, board:chopping, 18, ['board:chopping'], [18]
P28_05_72, P28, P28_05, , 00:08:29.42, 00:08:30.42, 30565, 30625, put down knife, put-down, 1, knife, 4, ['knife'], [4]
P28_05_73, P28, P28_05, , 00:08:30.46, 00:08:31.33, 30627, 30679, take chopping board, take, 0, board:chopping, 18, ['board:chopping'], [18]
P28_05_75, P28, P28_05, , 00:08:35.41, 00:08:37.06, 30924, 31023, put down chopping board, put-down, 1, board:chopping, 18, ['board:chopping'], [18]
P28_06_0, P28, P28_06, 00:00:00.000, 00:00:00.71, 00:00:01.81, 42, 108, take knife, take, 0, knife, 4, ['knife'], [4]
P28_06_1, P28, P28_06, 00:00:02.520, 00:00:01.89, 00:00:03.95, 113, 237, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_06_100, P28, P28_06, 00:08:33.560, 00:08:02.15, 00:08:03.23, 28929, 28993, put down spoon, put-down, 1, spoon, 1, ['spoon'], [1]
P28_06_12, P28, P28_06, , 00:00:44.27, 00:00:45.48, 2656, 2728, take scissors, take, 0, scissors, 79, ['scissors'], [79]
P28_06_127, P28, P28_06, 00:09:56.200, 00:09:57.95, 00:10:01.07, 35877, 36064, take spoon, take, 0, spoon, 1, ['spoon'], [1]
P28_06_134, P28, P28_06, 00:11:16.840, 00:11:25.43, 00:11:26.30, 41125, 41178, put down spoon, put-down, 1, spoon, 1, ['spoon'], [1]
P28_06_135, P28, P28_06, 00:11:20.120, 00:11:26.28, 00:11:27.72, 41176, 41263, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_06_137, P28, P28_06, 00:11:26.680, 00:11:30.47, 00:11:31.98, 41428, 41518, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_06_14, P28, P28_06, , 00:00:51.67, 00:00:53.42, 3100, 3205, put down scissors, put-down, 1, scissors, 79, ['scissors'], [79]
P28_06_140, P28, P28_06, 00:11:29.480, 00:11:39.79, 00:11:40.96, 41987, 42057, open oven, open, 3, oven, 46, ['oven'], [46]
P28_06_142, P28, P28_06, 00:11:34.840, 00:11:44.50, 00:11:45.56, 42270, 42333, take out grill, take-out, 12, grill, 24, ['grill'], [24]
P28_06_143, P28, P28_06, 00:11:35.600, 00:11:45.58, 00:11:47.32, 42334, 42439, put grill in the lower part, put-in, 5, grill, 24, ['grill'], [24]
P28_06_145, P28, P28_06, 00:11:45.200, 00:11:49.54, 00:11:51.78, 42572, 42706, take tray, take, 0, tray, 35, ['tray'], [35]
P28_06_146, P28, P28_06, 00:11:46.400, 00:11:51.88, 00:11:59.03, 42712, 43141, put tray in oven, put-in, 5, tray, 35, ['tray', 'oven'], [35, 46]
P28_06_147, P28, P28_06, 00:11:51.080, 00:11:59.13, 00:12:01.24, 43147, 43274, close oven, close, 4, oven, 46, ['oven'], [46]
P28_06_2, P28, P28_06, 00:00:03.400, 00:00:03.37, 00:00:06.16, 202, 369, rinse knife, rinse, 2, knife, 4, ['knife'], [4]
P28_06_25, P28, P28_06, 00:01:33.400, 00:01:32.24, 00:01:32.89, 5534, 5573, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_06_27, P28, P28_06, 00:01:46.760, 00:01:42.01, 00:01:42.69, 6120, 6161, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_06_3, P28, P28_06, 00:00:04.160, 00:00:06.65, 00:00:07.67, 399, 460, take chopping board, take, 0, board:chopping, 18, ['board:chopping'], [18]
P28_06_31, P28, P28_06, 00:02:09.920, 00:02:00.88, 00:02:03.57, 7252, 7414, take knife, take, 0, knife, 4, ['knife'], [4]
P28_06_35, P28, P28_06, 00:03:12.120, 00:03:04.57, 00:03:08.72, 11074, 11323, clean knife, clean, 2, knife, 4, ['knife'], [4]
P28_06_36, P28, P28_06, 00:03:19.120, 00:03:09.65, 00:03:10.82, 11379, 11449, put down knife, put-down, 1, knife, 4, ['knife'], [4]
P28_06_38, P28, P28_06, 00:03:23.240, 00:03:18.68, 00:03:19.79, 11920, 11987, take chopping board, take, 0, board:chopping, 18, ['board:chopping'], [18]
P28_06_39, P28, P28_06, 00:03:24.480, 00:03:21.34, 00:03:22.51, 12080, 12150, put down chopping board, put-down, 1, board:chopping, 18, ['board:chopping'], [18]
P28_06_4, P28, P28_06, 00:00:08.320, 00:00:08.09, 00:00:12.69, 485, 761, rinse chopping board, rinse, 2, board:chopping, 18, ['board:chopping'], [18]
P28_06_49, P28, P28_06, 00:04:23.680, 00:04:38.50, 00:04:40.06, 16710, 16803, take chopping board, take, 0, board:chopping, 18, ['board:chopping'], [18]
P28_06_5, P28, P28_06, 00:00:18.280, 00:00:12.52, 00:00:15.35, 751, 921, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_06_50, P28, P28_06, 00:04:39.520, 00:04:40.33, 00:04:41.43, 16819, 16885, put down chopping board, put-down, 1, board:chopping, 18, ['board:chopping'], [18]
P28_06_57, P28, P28_06, 00:04:57.160, 00:05:00.17, 00:05:01.49, 18010, 18089, take chopping board, take, 0, board:chopping, 18, ['board:chopping'], [18]
P28_06_58, P28, P28_06, 00:05:02.280, 00:05:01.59, 00:05:03.08, 18095, 18184, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_06_59, P28, P28_06, 00:05:03.120, 00:05:03.40, 00:05:07.60, 18204, 18456, rinse chopping board, rinse, 2, board:chopping, 18, ['board:chopping'], [18]
P28_06_6, P28, P28_06, 00:00:22.320, 00:00:17.20, 00:00:19.93, 1032, 1195, put down chopping board and knife, put-down, 1, board:chopping, 18, ['board:chopping', 'knife'], [18, 4]
P28_06_60, P28, P28_06, 00:05:18.720, 00:05:18.27, 00:05:19.11, 19096, 19146, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_06_65, P28, P28_06, 00:05:35.720, 00:05:35.27, 00:05:36.96, 20116, 20217, open fridge, open, 3, fridge, 12, ['fridge'], [12]
P28_06_67, P28, P28_06, 00:05:39.920, 00:05:38.01, 00:05:39.16, 20280, 20349, close fridge, close, 4, fridge, 12, ['fridge'], [12]
P28_06_7, P28, P28_06, 00:00:29.200, 00:00:22.04, 00:00:23.79, 1322, 1427, open fridge, open, 3, fridge, 12, ['fridge'], [12]
P28_06_85, P28, P28_06, 00:06:49.720, 00:06:38.23, 00:06:39.56, 23893, 23973, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_06_9, P28, P28_06, 00:00:38.320, 00:00:29.67, 00:00:31.09, 1780, 1865, close fridge, close, 4, fridge, 12, ['fridge'], [12]
P28_06_95, P28, P28_06, 00:08:03.920, 00:07:14.16, 00:07:15.34, 26049, 26120, take spoon, take, 0, spoon, 1, ['spoon'], [1]
P28_07_0, P28, P28_07, 00:00:00.000, 00:00:02.58, 00:00:03.13, 154, 187, take spoon, take, 0, spoon, 1, ['spoon'], [1]
P28_07_1, P28, P28_07, 00:00:02.640, 00:00:04.70, 00:00:05.68, 282, 340, put down spoon, put-down, 1, spoon, 1, ['spoon'], [1]
P28_07_12, P28, P28_07, 00:01:52.680, 00:01:53.40, 00:01:55.66, 6804, 6939, put tray in oven, put-in, 5, tray, 35, ['tray', 'oven'], [35, 46]
P28_07_13, P28, P28_07, 00:01:55.360, 00:01:57.41, 00:01:58.74, 7044, 7124, close oven, close, 4, oven, 46, ['oven'], [46]
P28_07_14, P28, P28_07, 00:01:55.680, 00:01:58.48, 00:02:01.37, 7108, 7282, put down spoon, put-down, 1, spoon, 1, ['spoon'], [1]
P28_07_3, P28, P28_07, 00:00:04.680, 00:00:07.71, 00:00:08.49, 462, 509, open oven, open, 3, oven, 46, ['oven'], [46]
P28_07_4, P28, P28_07, 00:00:05.200, 00:00:11.98, 00:00:15.16, 718, 909, take out tray, take-out, 12, tray, 35, ['tray'], [35]
P28_07_5, P28, P28_07, 00:00:07.360, 00:00:22.15, 00:00:22.90, 1329, 1374, take spoon, take, 0, spoon, 1, ['spoon'], [1]
P28_08_0, P28, P28_08, 00:00:00.000, 00:00:02.16, 00:00:03.81, 129, 228, take ladle, take, 0, ladle, 97, ['ladle'], [97]
P28_08_1, P28, P28_08, 00:00:05.240, 00:00:04.54, 00:00:06.21, 272, 372, put down ladle, put-down, 1, ladle, 97, ['ladle'], [97]
P28_08_11, P28, P28_08, 00:00:41.280, 00:00:40.62, 00:00:55.72, 2437, 3343, wash strainer, wash, 2, strainer, 39, ['strainer'], [39]
P28_08_12, P28, P28_08, 00:00:41.520, 00:00:55.57, 00:00:56.90, 3334, 3414, put down strainer, put-down, 1, strainer, 39, ['strainer'], [39]
P28_08_14, P28, P28_08, 00:00:59.840, 00:00:59.35, 00:01:00.80, 3561, 3648, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_08_15, P28, P28_08, 00:01:00.720, 00:01:00.85, 00:01:11.08, 3651, 4264, rinse strainer, rinse, 2, strainer, 39, ['strainer'], [39]
P28_08_16, P28, P28_08, 00:01:02.320, 00:01:10.49, 00:01:11.77, 4229, 4306, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_08_17, P28, P28_08, 00:01:13.440, 00:01:13.07, 00:01:15.02, 4384, 4501, put strainer in drainer, put-in, 5, strainer, 39, ['strainer', 'drainer'], [39, 110]
P28_08_18, P28, P28_08, 00:01:20.080, 00:01:13.11, 00:01:14.00, 4386, 4440, put peeler and knife in drainer, put-in, 5, peeler, 87, ['peeler', 'knife', 'drainer'], [87, 4, 110]
P28_08_2, P28, P28_08, 00:00:08.640, 00:00:06.84, 00:00:09.20, 410, 552, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_08_21, P28, P28_08, 00:01:18.320, 00:01:18.48, 00:01:23.72, 4708, 5023, wash peeler, wash, 2, peeler, 87, ['peeler'], [87]
P28_08_23, P28, P28_08, 00:02:07.400, 00:01:23.67, 00:01:24.79, 5020, 5087, take knife, take, 0, knife, 4, ['knife'], [4]
P28_08_24, P28, P28_08, 00:02:09.720, 00:01:24.68, 00:01:28.66, 5080, 5319, wash knife, wash, 2, knife, 4, ['knife'], [4]
P28_08_25, P28, P28_08, 00:01:30.640, 00:01:25.29, 00:01:28.41, 5117, 5304, wash ladle, wash, 2, ladle, 97, ['ladle'], [97]
P28_08_28, P28, P28_08, 00:01:32.320, 00:01:30.16, 00:01:31.28, 5409, 5476, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_08_29, P28, P28_08, 00:02:16.040, 00:01:30.20, 00:01:31.37, 5412, 5482, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_08_3, P28, P28_08, 00:00:10.480, 00:00:09.56, 00:00:13.54, 573, 812, rinse chopping board, rinse, 2, board:chopping, 18, ['board:chopping'], [18]
P28_08_30, P28, P28_08, 00:01:33.160, 00:01:31.46, 00:01:38.03, 5487, 5881, rinse ladle, rinse, 2, ladle, 97, ['ladle'], [97]
P28_08_31, P28, P28_08, , 00:01:31.74, 00:01:37.85, 5504, 5871, rinse peeler and knife, rinse, 2, peeler, 87, ['peeler', 'knife'], [87, 4]
P28_08_32, P28, P28_08, 00:01:39.720, 00:01:37.03, 00:01:38.71, 5821, 5922, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_08_33, P28, P28_08, 00:02:18.400, 00:01:38.08, 00:01:38.82, 5884, 5929, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_08_34, P28, P28_08, 00:01:42.960, 00:01:38.81, 00:01:40.13, 5928, 6007, put ladle in drainer, put-in, 5, ladle, 97, ['ladle', 'drainer'], [97, 110]
P28_08_4, P28, P28_08, 00:00:11.520, 00:00:13.64, 00:00:14.55, 818, 873, put down chopping board, put-down, 1, board:chopping, 18, ['board:chopping'], [18]
P28_08_40, P28, P28_08, 00:02:04.920, 00:02:15.86, 00:02:16.86, 8151, 8211, take scissors, take, 0, scissors, 79, ['scissors'], [79]
P28_08_41, P28, P28_08, 00:02:06.200, 00:02:16.70, 00:02:21.29, 8202, 8477, wash scissors, wash, 2, scissors, 79, ['scissors'], [79]
P28_08_42, P28, P28_08, , 00:02:21.27, 00:02:22.43, 8476, 8545, take knife, take, 0, knife, 4, ['knife'], [4]
P28_08_43, P28, P28_08, , 00:02:22.53, 00:02:26.08, 8551, 8764, wash knife, wash, 2, knife, 4, ['knife'], [4]
P28_08_45, P28, P28_08, 00:02:35.080, 00:02:32.10, 00:02:33.47, 9126, 9208, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_08_46, P28, P28_08, 00:02:17.000, 00:02:32.59, 00:02:40.06, 9155, 9603, rinse knife and scissors, rinse, 2, knife, 4, ['knife', 'scissors'], [4, 79]
P28_08_47, P28, P28_08, 00:02:55.600, 00:02:40.05, 00:02:41.10, 9603, 9666, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_08_48, P28, P28_08, 00:02:30.280, 00:02:45.57, 00:02:47.90, 9934, 10074, put knife and scissor in drainer, put, 1, knife, 4, ['knife', 'scissor', 'drainer'], [4, 79, 110]
P28_08_5, P28, P28_08, 00:00:15.000, 00:00:14.51, 00:00:23.49, 870, 1409, rinse strainer, rinse, 2, strainer, 39, ['strainer'], [39]
P28_08_50, P28, P28_08, 00:03:35.480, 00:02:54.09, 00:02:55.07, 10445, 10504, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_08_52, P28, P28_08, 00:02:47.520, 00:02:57.04, 00:03:00.32, 10622, 10819, rinse chopping board, rinse, 2, board:chopping, 18, ['board:chopping'], [18]
P28_08_53, P28, P28_08, 00:03:47.960, 00:02:59.98, 00:03:00.74, 10798, 10844, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_08_54, P28, P28_08, 00:02:59.120, 00:03:03.61, 00:03:20.82, 11016, 12049, wash chopping board, wash, 2, board:chopping, 18, ['board:chopping'], [18]
P28_08_55, P28, P28_08, 00:03:20.240, 00:03:21.63, 00:03:34.52, 12097, 12871, continue washing chopping board, wash, 2, board:chopping, 18, ['board:chopping'], [18]
P28_08_57, P28, P28_08, 00:04:11.960, 00:03:35.12, 00:03:36.50, 12907, 12990, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_08_58, P28, P28_08, 00:03:36.640, 00:03:36.60, 00:03:47.04, 12996, 13622, rinse chopping board, rinse, 2, board:chopping, 18, ['board:chopping'], [18]
P28_08_59, P28, P28_08, 00:04:14.280, 00:03:46.94, 00:03:47.89, 13616, 13673, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_08_6, P28, P28_08, 00:00:16.400, 00:00:30.37, 00:00:30.99, 1822, 1859, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_08_60, P28, P28_08, 00:03:52.000, 00:03:47.99, 00:03:49.74, 13679, 13784, put chopping board in drainer, put-in, 5, board:chopping, 18, ['board:chopping', 'drainer'], [18, 110]
P28_08_63, P28, P28_08, 00:03:55.240, 00:03:53.74, 00:03:54.73, 14024, 14083, take dish, take, 0, dish, 2, ['dish'], [2]
P28_08_64, P28, P28_08, 00:03:55.440, 00:03:56.18, 00:03:57.80, 14170, 14268, rinse dish, rinse, 2, dish, 2, ['dish'], [2]
P28_08_65, P28, P28_08, 00:03:57.560, 00:03:58.20, 00:04:04.00, 14292, 14640, wash dish, wash, 2, dish, 2, ['dish'], [2]
P28_08_67, P28, P28_08, , 00:04:11.60, 00:04:12.60, 15096, 15156, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_08_68, P28, P28_08, 00:04:12.800, 00:04:12.70, 00:04:18.20, 15162, 15492, rinse dish, rinse, 2, dish, 2, ['dish'], [2]
P28_08_69, P28, P28_08, 00:05:20.640, 00:04:18.40, 00:04:19.05, 15503, 15543, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_08_70, P28, P28_08, 00:04:20.400, 00:04:19.65, 00:04:21.40, 15578, 15683, put dish in drainer, put-in, 5, dish, 2, ['dish', 'drainer'], [2, 110]
P28_08_73, P28, P28_08, 00:04:28.480, 00:04:29.70, 00:04:30.70, 16182, 16242, clean tap, clean, 2, tap, 0, ['tap'], [0]
P28_08_82, P28, P28_08, , 00:05:21.72, 00:05:22.65, 19303, 19359, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_09_103, P28, P28_09, 00:06:34.640, 00:06:24.64, 00:06:25.47, 23078, 23128, take knife, take, 0, knife, 4, ['knife'], [4]
P28_09_104, P28, P28_09, 00:06:35.440, 00:06:25.40, 00:06:29.12, 23124, 23347, rinse knife, rinse, 2, knife, 4, ['knife'], [4]
P28_09_105, P28, P28_09, 00:06:42.840, 00:06:29.22, 00:06:30.05, 23353, 23403, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_09_106, P28, P28_09, 00:06:44.880, 00:06:30.92, 00:06:32.08, 23455, 23524, take chopping board, take, 0, board:chopping, 18, ['board:chopping'], [18]
P28_09_107, P28, P28_09, 00:06:47.000, 00:06:32.72, 00:06:33.92, 23563, 23635, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_09_108, P28, P28_09, 00:06:47.960, 00:06:33.94, 00:06:41.85, 23636, 24111, rinse chopping board, rinse, 2, board:chopping, 18, ['board:chopping'], [18]
P28_09_109, P28, P28_09, 00:06:55.240, 00:06:41.85, 00:06:42.73, 24111, 24163, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_09_110, P28, P28_09, 00:06:58.040, 00:06:44.00, 00:06:45.57, 24240, 24334, put down chopping board and knife, put-down, 1, board:chopping, 18, ['board:chopping', 'knife'], [18, 4]
P28_09_12, P28, P28_09, 00:00:26.560, 00:00:27.10, 00:00:30.38, 1626, 1822, close fridge, close, 4, fridge, 12, ['fridge'], [12]
P28_09_14, P28, P28_09, 00:00:38.720, 00:00:36.15, 00:00:37.06, 2169, 2223, put down knife, put-down, 1, knife, 4, ['knife'], [4]
P28_09_16, P28, P28_09, 00:00:45.000, 00:00:42.44, 00:00:44.07, 2546, 2644, open fridge, open, 3, fridge, 12, ['fridge'], [12]
P28_09_18, P28, P28_09, 00:00:55.080, 00:00:45.26, 00:00:46.96, 2715, 2817, close fridge, close, 4, fridge, 12, ['fridge'], [12]
P28_09_20, P28, P28_09, 00:01:01.160, 00:00:54.05, 00:00:55.87, 3243, 3352, take dish, take, 0, dish, 2, ['dish'], [2]
P28_09_21, P28, P28_09, 00:01:01.320, 00:00:56.76, 00:00:58.51, 3405, 3510, put down dish, put-down, 1, dish, 2, ['dish'], [2]
P28_09_24, P28, P28_09, 00:01:20.400, 00:01:16.70, 00:01:18.32, 4602, 4699, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_09_26, P28, P28_09, 00:01:29.960, 00:01:25.11, 00:01:26.36, 5106, 5181, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_09_3, P28, P28_09, 00:00:06.480, 00:00:06.50, 00:00:07.61, 390, 456, take chopping board, take, 0, board:chopping, 18, ['board:chopping'], [18]
P28_09_31, P28, P28_09, 00:01:46.960, 00:01:46.43, 00:01:47.87, 6385, 6472, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P28_09_33, P28, P28_09, 00:01:54.200, 00:01:53.65, 00:01:54.74, 6819, 6884, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P28_09_35, P28, P28_09, 00:01:57.920, 00:01:58.73, 00:01:59.68, 7123, 7180, take knife, take, 0, knife, 4, ['knife'], [4]
P28_09_49, P28, P28_09, 00:02:57.840, 00:03:14.52, 00:03:15.88, 11671, 11752, take knife, take, 0, knife, 4, ['knife'], [4]
